5400
0.000000 0.000000 0.500000
0.000000 0.000000 0.500000
0.052264 0.000000 0.497261
0.051122 0.010866 0.497261
0.052264 0.000000 0.497261
0.000000 0.000000 0.500000
0.052264 0.000000 0.497261
0.051122 0.010866 0.497261
0.103956 0.000000 0.489074
0.101684 0.021614 0.489074
0.103956 0.000000 0.489074
0.051122 0.010866 0.497261
0.103956 0.000000 0.489074
0.101684 0.021614 0.489074
0.154509 0.000000 0.475528
0.151132 0.032124 0.475528
0.154509 0.000000 0.475528
0.101684 0.021614 0.489074
0.154509 0.000000 0.475528
0.151132 0.032124 0.475528
0.203368 0.000000 0.456773
0.198924 0.042283 0.456773
0.203368 0.000000 0.456773
0.151132 0.032124 0.475528
0.203368 0.000000 0.456773
0.198924 0.042283 0.456773
0.250000 0.000000 0.433013
0.244537 0.051978 0.433013
0.250000 0.000000 0.433013
0.198924 0.042283 0.456773
0.250000 0.000000 0.433013
0.244537 0.051978 0.433013
0.293893 0.000000 0.404509
0.287470 0.061104 0.404509
0.293893 0.000000 0.404509
0.244537 0.051978 0.433013
0.293893 0.000000 0.404509
0.287470 0.061104 0.404509
0.334565 0.000000 0.371572
0.327254 0.069560 0.371572
0.334565 0.000000 0.371572
0.287470 0.061104 0.404509
0.334565 0.000000 0.371572
0.327254 0.069560 0.371572
0.371572 0.000000 0.334565
0.363453 0.077254 0.334565
0.371572 0.000000 0.334565
0.327254 0.069560 0.371572
0.371572 0.000000 0.334565
0.363453 0.077254 0.334565
0.404509 0.000000 0.293893
0.395669 0.084102 0.293893
0.404509 0.000000 0.293893
0.363453 0.077254 0.334565
0.404509 0.000000 0.293893
0.395669 0.084102 0.293893
0.433013 0.000000 0.250000
0.423550 0.090028 0.250000
0.433013 0.000000 0.250000
0.395669 0.084102 0.293893
0.433013 0.000000 0.250000
0.423550 0.090028 0.250000
0.456773 0.000000 0.203368
0.446791 0.094968 0.203368
0.456773 0.000000 0.203368
0.423550 0.090028 0.250000
0.456773 0.000000 0.203368
0.446791 0.094968 0.203368
0.475528 0.000000 0.154508
0.465137 0.098868 0.154508
0.475528 0.000000 0.154508
0.446791 0.094968 0.203368
0.475528 0.000000 0.154508
0.465137 0.098868 0.154508
0.489074 0.000000 0.103956
0.478386 0.101684 0.103956
0.489074 0.000000 0.103956
0.465137 0.098868 0.154508
0.489074 0.000000 0.103956
0.478386 0.101684 0.103956
0.497261 0.000000 0.052264
0.486395 0.103386 0.052264
0.497261 0.000000 0.052264
0.478386 0.101684 0.103956
0.497261 0.000000 0.052264
0.486395 0.103386 0.052264
0.500000 0.000000 -0.000000
0.489074 0.103956 -0.000000
0.500000 0.000000 -0.000000
0.486395 0.103386 0.052264
0.500000 0.000000 -0.000000
0.489074 0.103956 -0.000000
0.497261 0.000000 -0.052264
0.486395 0.103386 -0.052264
0.497261 0.000000 -0.052264
0.489074 0.103956 -0.000000
0.497261 0.000000 -0.052264
0.486395 0.103386 -0.052264
0.489074 0.000000 -0.103956
0.478386 0.101684 -0.103956
0.489074 0.000000 -0.103956
0.486395 0.103386 -0.052264
0.489074 0.000000 -0.103956
0.478386 0.101684 -0.103956
0.475528 0.000000 -0.154509
0.465137 0.098868 -0.154509
0.475528 0.000000 -0.154509
0.478386 0.101684 -0.103956
0.475528 0.000000 -0.154509
0.465137 0.098868 -0.154509
0.456773 0.000000 -0.203368
0.446791 0.094968 -0.203368
0.456773 0.000000 -0.203368
0.465137 0.098868 -0.154509
0.456773 0.000000 -0.203368
0.446791 0.094968 -0.203368
0.433013 0.000000 -0.250000
0.423550 0.090028 -0.250000
0.433013 0.000000 -0.250000
0.446791 0.094968 -0.203368
0.433013 0.000000 -0.250000
0.423550 0.090028 -0.250000
0.404509 0.000000 -0.293893
0.395669 0.084102 -0.293893
0.404509 0.000000 -0.293893
0.423550 0.090028 -0.250000
0.404509 0.000000 -0.293893
0.395669 0.084102 -0.293893
0.371572 0.000000 -0.334565
0.363453 0.077254 -0.334565
0.371572 0.000000 -0.334565
0.395669 0.084102 -0.293893
0.371572 0.000000 -0.334565
0.363453 0.077254 -0.334565
0.334565 0.000000 -0.371572
0.327254 0.069560 -0.371572
0.334565 0.000000 -0.371572
0.363453 0.077254 -0.334565
0.334565 0.000000 -0.371572
0.327254 0.069560 -0.371572
0.293893 0.000000 -0.404509
0.287470 0.061104 -0.404509
0.293893 0.000000 -0.404509
0.327254 0.069560 -0.371572
0.293893 0.000000 -0.404509
0.287470 0.061104 -0.404509
0.250000 0.000000 -0.433013
0.244537 0.051978 -0.433013
0.250000 0.000000 -0.433013
0.287470 0.061104 -0.404509
0.250000 0.000000 -0.433013
0.244537 0.051978 -0.433013
0.203368 0.000000 -0.456773
0.198924 0.042283 -0.456773
0.203368 0.000000 -0.456773
0.244537 0.051978 -0.433013
0.203368 0.000000 -0.456773
0.198924 0.042283 -0.456773
0.154508 0.000000 -0.475528
0.151132 0.032124 -0.475528
0.154508 0.000000 -0.475528
0.198924 0.042283 -0.456773
0.154508 0.000000 -0.475528
0.151132 0.032124 -0.475528
0.103956 0.000000 -0.489074
